amount,customer_age_days,device_age_days,prior_success_count,prior_chargeback_count,velocity_1h,velocity_24h,pincode_distance_km,phone_verified,device_trusted,ip_country_match,hour,is_fraud
962.98,379,5,8,0,2,7,9.18,1,0,1,19,0
17572.55,124,172,6,0,3,7,0.51,1,1,1,7,0
4630.27,192,6,7,0,3,5,17.75,1,0,1,12,1
384.06,48,28,12,0,3,5,47.03,1,0,1,7,1
8137.29,264,8,22,0,2,6,0.29,0,1,1,20,0
5962.48,116,168,8,0,1,2,10.12,1,1,1,20,0
1364.83,85,39,5,0,1,4,19.97,1,1,1,20,0
2457.0,83,7,15,0,2,8,26.09,0,1,1,20,0
1781.22,529,87,10,0,3,7,2.0,1,1,1,7,0
12998.38,28,91,13,0,2,6,29.5,1,1,1,14,0
815.43,238,138,7,0,3,4,27.41,1,0,1,21,0
2092.28,33,73,4,0,3,8,751.97,1,1,1,23,1
1178.33,240,3,5,0,2,5,4.21,1,0,1,9,0
431.37,94,47,6,0,1,6,8.63,1,1,1,16,0
16181.73,238,29,8,0,4,5,31.72,1,0,1,23,0
554.7,149,82,4,0,2,3,22.47,1,0,1,21,0
2253.25,198,53,13,0,5,6,1013.2,1,1,1,18,1
317.13,179,77,7,0,2,3,18.23,1,1,1,13,0
1213.09,177,11,1,0,3,6,4.76,0,1,1,23,0
2757.19,38,34,13,0,1,4,45.94,0,0,1,18,0
792.56,81,33,15,0,2,8,11.05,1,1,1,19,0
3251.27,282,237,7,0,4,7,729.75,1,0,1,12,0
1381.55,110,1,3,0,5,7,3.23,1,0,1,12,1
5768.01,146,101,5,0,4,6,16.35,1,1,1,13,0
7056.9,75,6,5,0,2,3,30.12,1,1,1,10,0
1005.52,89,5,14,0,1,7,5.16,1,1,1,18,0
1952.24,476,23,2,0,2,6,7.91,1,1,1,14,0
2172.11,395,72,26,0,3,6,0.79,1,0,1,9,0
3358.83,240,68,1,0,2,7,66.39,0,1,1,5,0
1834.23,255,59,13,0,2,5,9.96,1,0,1,18,0
2186.84,205,89,7,0,3,5,4.16,0,1,1,22,0
1417.42,165,15,1,0,2,4,8.12,1,1,1,13,0
2028.88,495,60,9,0,2,8,47.04,0,0,1,8,0
6620.59,114,60,0,0,1,4,3.18,1,1,1,7,0
3449.84,93,63,6,0,4,7,11.14,1,1,1,2,1
3645.52,123,54,5,0,3,6,15.82,1,1,1,23,0
3725.92,122,15,4,2,3,8,527.59,1,1,1,8,1
1550.28,288,147,16,0,4,9,12.16,1,1,1,20,0
2486.99,97,223,20,0,2,7,7.15,1,1,1,12,0
610.83,161,70,5,0,2,6,11.81,1,1,1,10,0
6430.5,214,35,0,0,5,7,5.66,1,1,1,2,1
111.84,181,46,8,0,1,8,4.27,0,1,1,9,0
1657.15,66,6,7,0,3,6,3.13,1,1,1,12,0
5658.4,213,27,9,0,1,5,23.25,1,1,1,9,0
462.26,190,224,10,0,3,4,16.3,1,1,1,12,0
2696.69,238,47,4,0,4,8,85.69,1,1,1,3,1
915.28,227,49,5,0,2,6,3.65,1,1,1,17,0
1250.37,234,184,11,0,2,6,10.22,1,1,1,6,0
4656.13,22,130,1,0,2,9,45.02,1,1,1,20,0
2204.06,84,50,6,0,3,12,51.53,0,0,1,5,0
236.43,307,18,2,0,2,3,43.25,1,0,1,22,0
681.01,95,7,6,1,3,5,91.18,1,0,1,10,1
4795.03,320,119,2,0,3,6,17.65,1,1,1,16,0
2832.58,121,151,16,0,3,5,10.22,1,1,1,0,0
10385.19,105,40,3,0,3,7,21.93,1,1,1,5,1
9726.87,124,5,4,0,6,9,3.01,1,1,1,8,1
1284.02,921,55,18,0,4,6,37.45,1,1,1,20,0
22097.9,152,27,4,0,5,10,7.11,1,1,1,13,1
1852.85,271,10,4,0,2,6,17.07,1,0,1,12,0
690.44,669,150,3,0,3,7,1055.59,1,0,1,19,0
959.45,220,16,3,0,5,6,21.47,1,1,1,9,0
189.29,477,74,13,0,2,4,20.44,1,0,1,9,0
9018.37,303,33,7,0,4,6,21.09,0,1,1,14,0
8908.51,240,105,17,0,2,5,17.04,1,0,1,6,0
654.91,65,72,6,2,1,4,25.24,1,1,1,20,1
1439.59,135,7,12,2,3,4,2.29,1,0,1,17,1
1989.44,221,35,12,0,3,5,11.97,1,1,1,10,0
692.04,107,18,31,0,3,5,485.87,1,0,1,9,0
312.59,231,75,1,0,2,2,17.3,0,1,1,13,0
1465.05,149,47,3,2,6,8,45.51,1,1,1,5,1
1311.49,87,24,20,0,2,3,32.58,0,0,0,5,0
1226.09,270,23,15,0,3,5,54.8,1,1,1,19,0
2259.09,204,7,5,0,3,5,9.18,1,1,1,20,0
7551.64,240,14,18,0,1,3,0.14,1,1,1,12,0
1335.29,183,74,5,0,3,4,13.27,1,1,1,2,0
2144.03,118,56,16,0,1,7,971.52,1,1,1,21,0
3740.11,159,26,4,0,3,4,25.08,1,0,1,12,0
3146.8,109,108,7,2,2,6,4.77,1,1,1,23,1
978.07,428,39,21,0,1,3,52.41,1,0,1,7,0
1990.97,207,94,6,0,4,5,5.54,1,1,1,10,0
3126.09,162,91,0,0,4,8,45.41,1,1,1,9,0
585.02,142,113,2,0,1,5,23.93,1,0,1,13,0
6396.71,82,113,5,0,2,7,0.14,1,1,1,9,0
7567.28,214,68,2,0,5,7,76.74,1,0,0,22,1
877.63,70,83,4,0,2,5,52.81,1,1,1,8,0
2194.41,375,90,9,0,1,2,41.81,1,0,1,15,0
3436.74,261,11,16,0,4,4,7.51,1,0,1,21,0
1047.73,94,21,3,0,2,4,15.86,1,1,1,20,0
2926.65,380,6,19,0,6,9,4.35,1,0,1,14,0
2128.68,151,12,6,0,2,5,22.54,1,1,0,15,1
416.58,250,90,1,0,1,8,12.52,1,0,1,17,0
2861.67,150,176,6,0,4,6,58.71,0,0,1,13,0
601.76,153,67,6,0,1,2,33.23,1,1,1,16,0
4624.87,319,130,8,0,2,5,23.77,1,1,1,8,0
924.07,165,22,19,0,2,5,4.51,1,0,1,17,0
1538.73,121,112,10,0,2,4,7.63,1,1,1,17,0
7131.51,105,24,13,0,2,5,32.4,1,0,1,9,0
2970.19,142,134,7,0,2,7,8.19,1,0,1,8,0
614.33,517,95,14,0,2,5,70.07,1,1,1,18,0
655.29,204,246,8,0,2,4,9.98,1,1,1,16,0
992.97,89,105,9,0,3,4,20.55,1,1,1,0,0
2682.87,200,30,2,0,1,3,26.33,0,0,1,15,1
2587.12,376,6,3,0,1,5,20.48,1,1,1,12,0
778.13,383,124,13,0,2,7,63.12,1,1,1,18,0
562.72,221,50,16,0,2,2,8.07,0,1,1,2,0
2396.07,297,117,1,0,3,3,4.1,1,1,1,12,0
1507.4,164,29,1,0,2,5,27.74,0,0,1,16,0
15634.2,140,1,9,0,1,4,42.08,1,1,0,21,0
1875.45,95,3,13,0,2,3,4.72,1,1,1,21,0
11095.03,106,66,1,0,1,3,74.06,1,1,1,12,0
560.94,164,7,3,0,1,8,13.78,1,0,1,10,0
374.95,283,82,2,0,2,3,28.33,1,0,1,11,0
589.88,172,32,6,0,2,7,13.99,1,1,1,15,0
5938.01,107,49,18,1,1,1,27.31,1,0,1,20,1
10468.24,329,96,17,0,3,5,23.55,1,1,1,14,0
827.01,361,17,18,0,2,4,51.27,0,1,1,22,0
1140.74,114,31,18,0,2,2,3.34,1,1,1,22,0
561.73,155,78,10,0,3,7,31.82,1,1,1,21,0
295.41,66,150,4,0,2,5,1466.91,1,0,1,8,1
3708.61,289,20,12,0,1,3,5.56,1,1,1,20,0
2259.77,41,58,25,0,2,2,443.31,1,1,1,19,0
1827.1,169,181,13,0,2,5,1070.42,1,0,1,16,0
445.83,196,62,22,0,2,5,44.12,1,1,1,17,0
9320.36,113,133,2,0,2,4,62.2,1,0,1,14,0
1092.96,108,168,12,0,2,3,13.58,1,1,1,20,0
3082.9,248,158,14,0,3,7,20.02,1,1,1,9,0
422.18,211,85,10,0,1,5,23.66,1,1,1,4,0
1494.39,256,48,10,0,1,4,4.29,0,0,1,10,0
2419.64,56,6,23,0,2,6,67.01,1,1,1,9,0
2507.58,391,15,11,0,3,10,2.71,0,1,1,15,0
2110.43,409,17,8,0,2,3,0.83,1,1,1,15,0
2964.67,192,2,18,0,5,7,1438.54,1,1,1,12,1
583.75,138,6,2,0,2,6,4.17,1,1,1,23,0
2202.55,163,20,5,0,2,3,33.01,1,0,1,16,0
2025.88,359,5,10,0,5,10,715.66,0,1,1,0,1
2279.41,106,11,15,0,2,4,3.85,1,0,1,18,0
1943.69,53,3,7,0,3,4,19.01,1,1,1,0,0
506.13,248,32,4,0,2,6,25.83,0,1,1,16,0
484.06,171,103,13,0,2,8,39.34,1,1,1,10,0
197.5,345,100,4,0,3,5,987.33,0,1,1,23,0
4095.05,180,141,15,0,2,5,10.98,1,1,1,11,0
4136.72,523,82,3,0,4,4,883.63,1,1,1,6,0
4202.99,543,16,3,0,2,7,16.01,1,0,1,17,0
2457.23,124,72,6,0,3,7,3.7,1,1,1,12,0
214.19,39,84,15,3,3,6,7.6,1,1,1,5,1
647.61,196,46,12,0,2,6,33.17,1,0,1,16,0
2143.97,65,98,14,0,5,11,3.44,1,1,1,8,0
2070.44,59,4,3,0,4,6,1034.29,1,0,1,0,1
1447.01,300,54,14,0,2,4,22.52,1,1,1,11,0
2614.73,213,39,5,0,6,6,14.84,1,1,1,21,1
1829.23,110,98,20,0,5,8,28.21,1,0,1,11,0
2040.13,179,8,16,0,3,4,37.95,0,1,1,19,0
954.26,188,14,11,0,2,4,33.11,0,0,1,11,1
4827.15,210,49,4,0,3,6,1.28,1,1,1,16,0
1175.24,333,176,10,0,3,5,17.82,1,0,1,6,0
477.88,166,5,7,0,1,4,22.33,1,1,1,18,0
836.31,44,81,12,0,1,3,270.47,0,1,1,13,0
1276.06,415,13,22,0,1,9,36.2,1,0,1,20,0
4885.38,170,6,9,0,2,4,21.64,1,1,1,21,0
1733.21,108,30,9,0,4,10,0.09,1,1,1,13,0
1500.95,68,52,4,0,1,1,67.57,1,1,1,15,0
518.71,188,105,5,0,2,5,6.08,1,1,1,0,0
3965.88,151,60,7,0,4,5,5.98,1,1,1,22,0
942.04,92,40,3,0,1,2,25.53,1,1,1,18,0
1635.94,308,20,4,3,1,7,1.21,0,1,1,9,1
7944.09,77,20,1,0,2,6,29.7,1,1,1,19,0
3007.2,73,88,3,0,3,6,2.73,1,1,1,18,0
354.87,106,7,6,0,3,4,22.15,1,0,1,13,0
308.12,36,9,14,0,4,6,23.25,1,0,1,18,0
1695.43,44,76,12,0,1,1,33.23,1,1,1,6,0
537.68,79,194,16,0,3,7,10.48,1,0,1,20,0
3458.35,123,7,9,0,4,5,1.67,1,0,1,17,1
1886.09,79,56,13,0,2,4,27.76,1,1,1,19,0
2133.21,189,16,15,0,2,6,746.9,1,1,1,16,0
891.81,87,1,13,0,3,6,66.56,1,1,1,19,0
10315.3,199,107,10,0,1,4,6.47,1,1,1,8,0
31026.4,96,42,22,0,3,10,5.72,1,0,1,8,0
1368.42,184,1,25,0,3,4,12.1,1,1,1,17,0
2573.54,393,135,15,0,2,5,5.51,1,0,1,13,0
1993.04,213,46,8,0,3,5,65.8,1,1,1,16,0
1394.53,40,80,2,0,2,8,4.06,1,1,1,10,0
786.76,79,33,17,0,4,4,10.92,1,1,1,20,0
610.96,49,12,13,0,2,3,6.87,1,1,1,17,0
580.8,57,37,1,0,3,7,12.77,1,0,1,10,0
2711.45,298,20,16,0,1,4,15.97,0,1,1,12,0
1075.27,143,21,2,0,2,4,1.05,1,1,1,8,0
137.24,152,61,0,0,2,7,5.3,1,1,1,8,0
2821.03,300,5,11,0,1,3,13.67,1,1,1,16,0
1740.17,87,30,14,0,2,5,6.68,1,1,1,17,0
6951.22,188,47,16,0,2,5,3.04,1,1,1,18,0
2625.75,249,74,13,0,2,4,7.85,1,0,1,16,0
412.12,133,60,18,0,2,4,19.45,1,1,1,12,0
194.48,430,130,0,0,2,6,3.99,1,1,1,20,0
880.53,138,292,9,0,3,6,8.86,1,1,1,5,0
967.67,72,166,18,0,1,5,14.15,0,1,1,13,0
4643.2,94,86,12,0,2,2,32.47,1,1,1,19,0
1792.07,178,69,11,0,4,8,10.08,1,0,1,17,0
5617.76,254,2,3,0,2,5,22.19,1,1,1,16,0
480.66,77,45,4,0,3,4,964.9,1,1,1,19,1
4746.98,344,65,2,0,3,7,22.01,1,1,1,17,0
3718.18,73,31,20,0,3,6,3.7,0,1,1,6,0
240.27,376,29,3,0,2,3,21.27,0,0,1,21,0
6786.01,101,46,6,0,2,6,2.72,1,1,1,9,0
1985.17,15,142,1,0,3,6,3.86,1,1,1,19,0
2675.91,234,18,23,0,2,8,16.64,1,0,1,15,0
761.36,31,30,6,0,3,6,16.28,1,1,1,10,0
6472.04,864,63,18,0,3,6,26.24,0,1,1,5,0
552.33,175,12,9,0,2,8,34.45,1,1,1,19,0
4155.1,60,108,12,0,2,6,9.23,1,0,1,10,0
4107.65,128,65,4,0,2,4,17.06,1,1,1,12,0
682.55,53,26,4,0,2,5,1266.51,0,1,1,18,1
13139.44,225,76,12,0,2,4,27.18,1,1,1,20,0
2279.08,39,19,3,0,1,2,39.99,1,1,1,20,0
3476.89,32,89,0,0,2,6,34.17,1,1,1,12,0
392.63,432,4,1,0,3,5,24.03,0,1,1,13,0
15028.9,76,33,0,0,2,8,36.31,1,0,1,20,1
531.36,192,18,2,0,3,4,56.08,1,1,1,15,0
5038.61,140,101,19,0,2,5,26.36,1,1,1,20,0
668.63,111,83,0,0,5,10,69.11,1,1,1,19,0
973.61,117,110,18,0,4,6,15.43,1,1,1,16,0
3978.87,254,63,9,0,3,6,773.79,1,1,1,12,0
5052.07,147,95,9,0,3,9,1471.79,1,0,1,6,1
507.1,65,34,5,0,5,6,60.34,1,1,1,18,0
5380.15,60,68,2,1,2,6,41.97,1,1,0,20,1
5140.88,348,1,13,0,3,7,8.28,1,0,1,12,0
707.72,264,127,17,0,2,3,1.36,1,0,1,18,0
8943.19,425,69,5,0,1,3,40.19,1,1,1,15,0
421.21,267,120,1,0,2,4,5.22,1,1,1,23,0
968.0,76,88,6,0,2,5,11.98,1,1,1,23,0
2919.02,135,20,18,0,4,7,3.04,1,1,1,10,0
770.03,352,19,2,0,4,6,3.75,1,1,1,16,0
2353.88,66,96,26,0,4,6,1.16,1,1,1,10,0
2300.95,42,12,11,0,2,6,56.99,0,1,1,15,1
1499.56,448,7,30,0,2,5,40.93,1,1,1,10,0
4156.38,434,1,3,0,1,2,53.38,1,1,1,19,0
1438.91,365,21,7,0,2,5,1.96,1,1,1,13,0
2279.11,347,6,16,0,4,7,23.28,1,1,1,17,0
5690.04,292,97,10,0,4,8,383.27,0,1,1,18,0
3986.57,369,39,3,0,5,10,7.24,1,1,1,20,0
3968.0,83,17,11,0,2,3,7.58,1,1,1,19,0
572.96,131,55,21,0,2,3,16.92,1,1,1,20,0
3055.79,107,4,3,0,4,7,11.17,0,0,1,13,1
751.07,214,77,4,0,3,7,6.22,0,0,1,11,0
501.99,41,41,5,0,2,3,7.58,1,0,1,17,0
1682.93,369,1,11,0,2,5,17.92,1,1,1,12,0
731.94,43,23,6,0,3,7,6.69,0,1,1,17,0
3986.3,293,83,20,0,3,7,1153.3,1,0,1,22,1
4082.79,100,12,24,0,2,4,17.31,1,1,1,13,0
269.72,211,196,9,0,3,6,74.5,1,1,1,19,0
789.74,184,136,19,0,3,6,2.06,1,1,1,18,0
419.98,27,90,11,0,1,1,16.04,1,1,1,19,0
1138.39,189,4,11,0,1,3,1415.64,1,1,1,22,1
2850.29,73,26,2,0,2,3,42.66,1,0,1,13,0
1419.01,29,21,15,0,1,3,3.54,1,1,1,7,0
1002.49,172,8,4,0,1,4,30.72,1,0,1,17,0
6635.42,37,472,3,0,2,2,2.57,1,1,1,9,0
180.39,430,9,18,0,2,5,13.68,1,1,1,22,0
6228.38,73,22,4,0,2,3,795.28,1,1,1,21,1
1049.12,180,127,7,0,3,5,20.24,1,1,1,10,0
1672.19,164,9,16,0,3,5,5.24,0,1,1,15,0
1067.03,296,38,34,0,1,6,49.82,1,1,0,6,0
8458.17,97,223,8,0,4,5,4.04,1,0,1,10,0
527.96,107,17,9,0,2,5,8.25,1,1,1,13,0
1829.39,167,72,3,0,2,9,13.86,0,1,1,7,0
3063.88,78,5,20,0,1,3,21.08,1,1,1,14,0
361.04,112,55,44,0,1,3,16.83,1,1,1,17,0
720.61,84,24,10,0,4,8,7.36,1,0,1,10,0
1559.03,195,72,6,0,1,2,1.83,1,1,1,18,0
744.96,255,34,6,2,1,3,38.04,1,1,1,21,1
799.84,318,21,21,0,3,8,301.99,0,1,1,11,0
1274.28,304,47,1,0,2,7,19.66,0,1,1,8,0
3461.93,217,9,26,0,1,3,2.59,1,0,1,9,0
1283.42,215,101,27,0,2,5,24.21,1,1,0,21,0
5315.73,211,83,2,0,3,7,6.61,0,1,1,8,0
666.63,150,47,35,0,2,5,437.83,1,1,1,14,0
517.02,62,27,3,0,2,6,6.31,1,1,1,14,0
12411.09,379,148,15,0,3,5,13.87,1,0,1,16,0
936.4,211,60,12,0,1,4,41.37,0,0,1,8,0
487.4,261,20,27,0,3,4,10.43,1,1,1,7,0
316.7,104,98,14,0,3,9,1.96,1,0,1,8,0
5298.1,537,60,5,0,1,2,35.12,1,0,1,7,0
1285.23,348,8,34,0,1,6,5.18,1,1,1,19,0
1402.89,118,7,19,0,2,5,47.32,0,1,1,9,0
1541.94,99,166,9,0,2,4,23.1,1,1,0,15,0
4978.79,258,20,5,0,1,8,1.05,1,1,1,9,0
1510.91,149,65,18,0,3,8,23.03,1,1,1,10,0
18845.96,194,2,14,0,2,3,28.39,1,0,1,18,0
2066.81,365,48,4,0,4,9,41.68,1,1,1,15,0
5228.0,191,15,5,0,2,3,3.11,1,1,1,9,0
4045.01,143,9,14,1,5,6,2.12,1,1,1,9,1
1743.33,218,89,4,0,2,6,36.35,1,0,1,17,0
1005.29,46,99,9,0,2,3,5.64,1,0,1,11,0
2519.87,185,75,31,0,2,6,4.72,1,0,0,8,0
3011.21,53,1,10,0,2,6,35.4,1,0,1,11,0
1019.85,244,20,1,0,1,5,5.64,1,1,1,12,0
2135.25,13,26,3,0,3,6,6.65,1,1,1,17,1
6224.23,148,70,7,0,1,6,32.82,1,1,1,5,0
14327.67,423,84,2,0,2,6,37.29,1,1,1,23,0
4248.7,331,59,11,0,3,6,3.86,1,1,1,8,0
11646.48,192,93,8,0,2,3,7.9,1,0,1,16,0
963.55,449,33,2,0,1,5,46.79,1,1,1,10,0
3647.81,113,46,22,1,1,7,27.79,1,0,1,16,1
6894.78,75,3,8,0,3,6,53.46,1,0,1,18,1
737.8,140,33,8,0,1,4,1383.23,1,1,1,12,1
1112.55,138,34,21,0,2,6,24.69,0,1,1,17,0
10279.48,145,56,6,0,2,6,2.92,1,0,1,16,0
681.91,169,28,1,0,2,5,26.77,1,1,1,19,0
472.89,38,16,19,0,1,5,1.54,1,0,1,10,0
8333.02,92,16,7,0,3,4,114.93,1,1,1,1,1
5983.51,112,8,7,0,3,3,0.4,1,0,1,20,1
2785.33,443,72,6,0,1,5,1037.93,0,1,1,16,0
1727.26,111,58,6,0,2,4,22.54,0,1,1,14,0
1166.16,119,51,11,0,2,4,17.35,1,1,1,4,1
2396.94,253,45,10,0,5,13,29.01,1,0,1,13,0
8776.27,141,27,7,0,6,11,6.64,0,1,1,16,0
2295.18,514,87,8,0,1,2,11.14,1,1,1,20,0
15787.27,269,153,3,0,3,7,48.42,0,1,1,8,0
736.61,243,34,14,0,3,3,33.39,1,1,1,18,0
1772.81,44,31,3,0,1,2,13.95,1,1,1,0,0
1245.06,199,10,21,0,3,5,5.7,1,1,1,17,0
610.85,177,66,9,0,2,5,1083.1,1,1,1,11,1
1551.41,302,48,1,0,2,3,0.2,1,1,1,6,0
2744.43,247,265,11,0,3,3,4.02,0,1,1,18,0
3054.07,222,52,23,0,4,7,7.12,1,1,1,11,0
15842.51,206,20,10,0,2,6,9.26,1,1,1,0,0
2876.9,111,49,10,0,1,4,16.8,1,0,1,18,0
5710.93,75,250,11,0,2,5,10.71,1,1,1,19,0
1931.58,211,77,13,0,1,5,8.5,1,1,1,5,0
9682.31,78,8,7,0,1,3,26.0,0,1,1,10,0
19899.49,168,25,4,0,3,7,32.9,1,1,1,20,0
3075.08,397,21,4,0,1,8,16.23,0,1,1,12,0
670.04,446,116,7,0,2,5,5.78,1,1,1,9,0
1044.4,140,56,11,0,2,6,2.66,1,1,1,6,0
2396.91,319,99,17,0,3,9,10.06,0,1,1,16,0
2854.06,166,11,12,0,4,8,1.03,1,0,1,6,0
3635.22,75,143,8,0,2,4,15.53,1,0,1,6,0
2864.64,167,3,17,0,5,9,21.86,1,1,0,13,1
1820.72,628,28,5,0,4,6,39.33,1,1,1,8,0
957.0,237,1,18,0,1,5,1.42,1,0,1,13,0
2700.35,87,12,5,0,3,5,14.59,1,1,1,11,0
11556.32,209,196,4,0,4,6,21.02,1,0,1,15,0
5013.7,276,4,9,0,2,5,2.23,1,1,1,14,0
3086.23,316,9,8,0,5,9,19.09,1,1,1,22,0
5062.25,139,155,7,0,3,4,0.66,1,0,1,21,0
1247.55,453,74,18,0,4,7,113.1,0,0,1,14,0
1087.61,154,31,4,0,8,8,4.14,1,1,0,9,1
855.95,210,4,2,0,3,5,19.39,1,1,1,6,0
1595.13,45,92,9,0,2,9,1365.25,1,0,1,9,1
1185.59,376,40,4,0,3,6,48.36,1,1,1,15,0
6052.79,64,23,8,0,6,8,507.9,1,1,1,16,1
1124.03,263,26,10,0,1,5,5.71,1,0,1,21,0
810.2,119,42,1,0,3,4,18.15,0,0,1,15,0
12614.18,64,48,18,0,3,6,35.57,1,0,1,16,0
1151.27,124,102,32,0,4,5,0.37,1,1,1,12,0
2108.07,43,88,14,0,3,8,44.78,1,1,1,11,0
2839.33,100,87,18,0,1,5,6.01,1,0,1,23,0
580.16,108,78,11,0,2,3,60.44,0,1,1,14,0
6219.74,67,85,19,0,1,6,42.01,1,1,1,12,0
3419.05,203,67,9,0,2,4,34.28,0,1,1,16,0
8590.26,160,121,3,1,1,5,18.43,1,0,1,17,1
916.7,202,48,4,0,3,9,2.73,1,1,1,1,0
1996.45,111,44,2,0,4,10,7.22,1,1,1,17,0
1880.62,143,72,3,0,2,4,1.83,0,1,1,11,0
2354.04,61,10,1,0,2,4,4.96,1,1,1,10,0
422.16,103,90,9,0,4,6,39.09,1,1,1,20,0
2019.97,64,165,31,0,4,6,929.42,0,1,1,18,0
434.21,131,21,6,0,2,6,3.4,1,1,1,13,0
2587.21,103,56,6,0,2,5,25.99,1,1,1,13,0
215.15,263,1,14,0,2,6,26.98,1,1,1,5,0
283.84,278,87,9,0,2,4,79.71,1,1,1,15,0
4099.21,187,49,7,2,4,7,32.29,0,1,1,18,1
1046.45,273,67,14,0,3,8,657.99,1,1,1,0,0
673.27,198,9,10,0,4,9,9.68,0,1,1,17,0
6443.62,114,99,0,1,2,5,2.62,1,1,0,20,1
2508.97,175,17,5,0,4,12,45.88,0,0,1,10,1
4324.67,409,69,16,0,3,7,741.85,1,1,1,15,0
1531.12,304,53,4,1,3,5,0.87,1,0,1,11,1
26360.68,168,63,17,0,5,8,12.19,1,1,1,20,1
987.81,43,3,35,0,4,6,13.01,1,1,1,15,0
10347.45,491,81,8,0,1,3,21.37,1,1,1,12,0
1700.43,150,95,12,0,5,7,29.21,0,0,1,6,0
345.67,329,38,11,0,2,6,16.19,1,1,1,13,0
2930.27,164,31,4,0,1,3,37.35,1,1,1,16,0
2476.9,34,25,14,0,2,5,15.15,1,0,1,16,0
631.87,360,157,24,0,5,9,2.2,0,0,1,9,0
718.94,202,84,22,0,2,6,3.72,1,0,1,8,0
1763.93,46,71,5,0,2,4,13.87,1,1,1,20,0
2565.09,139,155,9,0,4,6,12.08,0,1,1,14,0
152.83,204,25,2,0,5,10,10.14,0,0,1,19,1
5182.91,188,59,10,0,4,6,19.04,1,1,1,20,0
1102.68,303,69,3,0,1,6,50.07,0,1,1,18,0
477.35,202,334,2,0,3,4,55.14,1,1,1,16,0
4633.49,171,33,4,0,2,11,13.82,0,1,1,13,0
1765.84,73,30,21,0,2,6,3.46,0,1,1,19,0
6100.74,462,5,11,0,1,3,24.89,1,1,1,13,0
2801.62,135,6,2,0,3,5,16.18,1,1,1,9,0
1805.31,109,43,28,0,4,7,14.82,1,1,1,7,0
1551.95,79,11,12,0,1,5,0.67,1,0,1,19,0
2929.87,100,4,0,0,3,10,15.38,0,0,1,10,0
1195.68,288,200,12,0,2,5,54.46,1,0,1,19,0
770.8,55,181,9,0,2,3,10.32,1,1,1,5,0
3327.28,125,23,4,0,5,7,9.47,1,1,1,12,0
1564.8,33,93,14,0,4,10,9.75,1,1,1,8,0
1869.76,91,123,17,0,4,7,6.49,1,1,1,12,0
5374.28,106,37,15,0,2,6,38.85,1,0,1,17,0
1613.44,99,15,10,0,3,5,4.04,1,1,1,6,0
1835.43,79,8,8,0,3,7,24.22,1,1,1,13,0
992.62,384,9,24,0,4,7,27.83,1,1,1,10,0
2781.48,107,95,13,0,2,7,59.38,1,0,1,10,0
2565.29,279,29,14,0,5,9,25.91,1,1,1,18,0
4450.52,117,70,6,0,2,4,1366.43,1,1,1,11,1
1013.2,64,46,41,0,5,7,0.41,1,1,1,20,0
1143.88,251,30,35,0,4,6,17.0,1,1,1,9,0
3992.36,324,7,10,0,2,5,18.53,1,0,1,14,1
2326.72,64,24,6,0,3,7,3.81,1,1,1,14,1
730.54,235,110,6,0,3,4,4.11,1,0,1,12,0
6677.87,136,100,2,0,1,1,2.48,1,0,1,18,0
330.81,507,1,11,0,1,1,6.91,1,0,0,17,0
3961.13,307,9,15,0,2,4,0.78,0,0,1,16,0
510.19,416,84,7,0,4,9,772.61,0,0,1,6,1
11917.8,119,24,15,0,2,9,14.98,1,1,1,15,0
385.83,432,61,16,3,3,5,18.09,1,1,1,16,1
5723.01,268,49,20,0,3,7,9.97,1,0,1,19,0
1666.31,185,63,18,0,2,5,11.15,1,1,1,15,0
1253.13,251,3,28,0,3,6,58.02,1,0,0,0,0
2176.33,78,160,39,0,4,5,1405.44,1,1,1,15,0
3401.26,186,1,2,0,3,6,1452.83,1,0,1,8,1
731.87,135,1,19,0,1,3,46.22,0,0,1,17,0
799.68,328,15,7,0,3,8,38.89,1,1,1,21,0
3462.01,25,302,5,0,1,4,10.56,0,1,1,13,0
327.88,183,4,9,0,3,6,2.96,1,1,1,11,0
1008.05,123,124,12,0,4,9,541.48,1,1,1,17,0
37823.54,457,10,14,0,3,7,6.66,0,1,1,16,1
686.76,149,6,39,0,3,4,73.51,1,0,1,17,0
5697.61,139,90,4,0,3,3,4.61,0,0,1,16,0
1006.31,184,112,9,0,3,7,1.69,1,0,1,0,0
3008.04,255,94,12,0,2,5,0.09,1,1,1,15,0
3478.5,40,16,21,0,4,10,18.82,1,1,1,11,1
5591.24,60,127,22,0,3,5,10.66,1,0,1,12,0
1479.92,458,4,3,0,1,5,14.39,1,1,1,7,0
13212.05,190,25,3,0,2,6,41.35,1,1,1,11,0
1002.91,662,37,8,0,1,4,2.36,0,1,1,22,0
2285.23,86,4,23,0,1,2,3.6,1,1,1,20,0
2310.63,236,52,28,0,2,2,7.18,0,1,1,6,0
588.77,192,49,17,0,2,6,17.12,1,1,1,15,0
1358.49,379,291,9,0,3,8,67.64,1,0,1,11,0
2124.97,51,58,4,0,3,5,520.82,1,1,1,12,1
1173.66,460,30,18,0,3,4,8.1,1,1,1,3,0
20762.92,180,93,4,0,2,3,12.48,1,0,1,6,0
781.63,158,24,17,0,5,12,16.39,1,1,1,17,0
5880.66,233,45,4,0,1,5,24.79,1,1,1,14,0
4257.6,153,3,26,0,1,4,91.3,1,0,1,8,0
